Account Name,Serial Number,Node Serial Number,Cluster Name,Cluster UUID,Account Executive,Account Executive Email,Asset Model,Asset Age,Model Family,Asset Status,Node Count (Operational),Node Count (Assets),AOS Version,Node License Mode,Hypervisor Type,Hypervisor Version,Install Location,Ship Date,Last Pulse Date,SSD Capacity (In TiB),SSD Capacity (In TB),HDD Capacity (In TiB),HDD Capacity (In TB),CPU Core Count,Contract Coverage,Contract Status,Contract Start Date,Contract End Date,Break Fix Contact Phone,Break Fix Contact Email,Asset EOL,Asset EOM,Order Type,Region,Sub Region,Incumbent Reseller,Incumbent Distributor,Cluster Tag,Sales Order,Asset Tag (Internal),Install Country,Install Zip,Install Base Address,Prior Contract End Date
"WhiteCap Resources",17FM6G460108,"-","WC-WEYNTNX01",00055fc8-1df2-ef0f-2a66-ac1f6b1caee4,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1365S-G5,7,"NX-1000","Shipped",-,3,"6.5.3.7",NX,"AHV","Nutanix 20220304.423","Weyburn",2017-12-01,2024-03-05 00:00,2.62 TiB,2.88 TB,52.78 TiB,48 TB,36,"Production: 24x7 service; NBD parts",EXPIRED,2017-12-01,2023-10-31,"+1 4038172197","ryan.kuffler@wcap.ca",Oct 2023,Apr 2022,"Revenue","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-036409","-","CANADA (CA)","-","F79R+PCQ, Weyburn, Saskatchewan, CANADA (CA)","-"
"WhiteCap Resources",24SW000338698,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-08-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-162951","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338699,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-08-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-162959","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338700,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-08-08,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-162958","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000340054,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NUS-PRO-PR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-09,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-26,2025-08-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137998","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000340055,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NUS-PRO-PR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-09,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-26,2025-08-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137249","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000345993,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SWA-NCI-ADR-PR,6,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2019-07-30,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-04-30,2025-01-05,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062273","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000345994,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SWA-NCI-ADR-PR,6,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2019-07-30,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-04-30,2025-01-05,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062273","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000346044,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-04-30,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",No Support Contract,2024-04-30,2027-04-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-178893","-","CANADA (CA)","T2C 3C2","UNIT 204 BUILDING D - 7007 - 54 ST, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346045,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-178893","-","CANADA (CA)","T2C 3C2","UNIT 204 BUILDING D - 7007 - 54 ST, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346445,"-","WC-CGY-NXF",00061882-393a-e34f-6b7e-3a7c76724c80,"Scott Sefcik","scott.sefcik@nutanix.com",SW-EUC-ULT-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-178871","-","CANADA (CA)","T2C 3C2","UNIT 204 BUILDING D - 7007 - 54 ST, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346446,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-178871","-","CANADA (CA)","T2C 3C2","UNIT 204 BUILDING D - 7007 - 54 ST, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346447,"-","Unnamed",38e2f3f8-03b2-4196-91b1-1b7d7294d6a8,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1",NX-SWO,"Not Found","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346447,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-SWC-NXA",0005a7ac-2a32-57d7-0000-000000027ccb,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-07-11 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-BDLNTNX01",0005902b-e433-72e8-0000-00000002a6e3,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-GPO-NXA",0005f539-9244-cb21-751e-3cecefd47569,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-09-08 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-MUS-NXB",000631b7-bf0a-7a30-7263-7cc255eaabe0,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-KWA-NXA",000581e3-76ec-96d8-0000-000000027cc9,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-VAL-NXA",0005d9f3-3eae-2c27-0c08-3cecefeec058,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-GLP-NXA",00063373-2db4-cb89-6a84-7cc255eaac5e,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-SUF-NXA",0006181b-b393-4a68-2042-3cecefdb3842,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-KBP-NXB",0005e716-0b5a-1bf7-1c68-3ceceffe1b50,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-EST-NXA",00061972-1b06-3393-1190-7cc255e1e208,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-BUT-NXA",000619c2-e438-a495-7e41-3cecefdb38c5,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-FOS-NXA",000619ff-ccac-366c-26f0-7cc255e24fc9,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346448,"-","WC-DUV-NXA",00061a29-6e0f-ec03-7d55-7cc255e24fe7,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-181898","-","CANADA (CA)","T2C 3C2","7007 54 ST SE SUITE 204, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000346449,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-04-30,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",No Support Contract,2024-04-30,2027-04-29,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-182862","-","CANADA (CA)","T2P 1G1","3800-525  8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000346450,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-182862","-","CANADA (CA)","T2P 1G1","3800-525  8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000346450,"-","Unnamed",38e2f3f8-03b2-4196-91b1-1b7d7294d6a8,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1",NX-SWO,"Not Found","-","Calgary",2024-04-30,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-04-30,2027-04-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-182862","-","CANADA (CA)","T2P 1G1","3800-525  8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000371278,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Weyburn",2024-09-03,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-09-03,2027-09-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-191731","-","CANADA (CA)","S4H 3N7","803 RAILWAY AVE, Weyburn, SK, CANADA (CA), S4H 3N7","-"
"WhiteCap Resources",24SW000371279,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Weyburn",2024-09-03,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-09-03,2027-09-02,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-191731","-","CANADA (CA)","S4H 3N7","803 RAILWAY AVE, Weyburn, SK, CANADA (CA), S4H 3N7","-"
"WhiteCap Resources",24SW000387236,"-","WC-WAP-NXA",0006051a-66b0-8597-37b6-3cecefd475d3,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,2,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2023-02-07,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-11-25,2026-02-06,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-150385","-","CANADA (CA)","T2C 3C2","Unit 204, Building D - 7007 - 54 ST SE, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000387236,"-","WC-WCO-NXA",0005e702-70d1-2bb6-4683-3ceceffe1d6e,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,2,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2023-02-07,2025-09-08 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-11-25,2026-02-06,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-150385","-","CANADA (CA)","T2C 3C2","Unit 204, Building D - 7007 - 54 ST SE, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000387237,"-","WC-KER-NXA",000619ac-5b08-796a-65ea-7cc255e25073,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,3,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2022-08-03,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-11-25,2026-08-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137063","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-08-02"
"WhiteCap Resources",24SW000387237,"-","WC-RMHNTNX01",0005902a-f77c-9576-0000-00000002a6eb,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,3,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2022-08-03,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-11-25,2026-08-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137063","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-08-02"
"WhiteCap Resources",24SW000387237,"-","WC-CYNNTNX01",00059f6d-e733-a513-0000-00000002b8cd,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,3,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2022-08-03,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-11-25,2026-08-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137063","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-08-02"
"WhiteCap Resources",24SW000387237,"-","WC-VAL-NXA",0005d9f3-3eae-2c27-0c08-3cecefeec058,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,3,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2022-08-03,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-11-25,2026-08-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137063","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-08-02"
"WhiteCap Resources",24SW000387237,"-","WC-KBP-NXA",0005e712-d27c-1010-206a-3ceceffd92e0,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-E-PRO-PR,3,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2022-08-03,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-11-25,2026-08-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137063","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-08-02"
